id,text,url,processed_gpe,predicted_model,string_matches,predicted_country,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm,svm_1,mixtral,local_path
00025.jsonl.gz-8301668,Mapache Rent A Car is one of Costa Rica.,https://igx.4sqi.net/img/general/699x268/33749972__JhTbKq0wpfbhB9xGezTa-tW29XWQQiEPnt6e46kL94.jpg,Costa Rica,sm,{'country': 'costa rica'},costa rica,"el salvador_cuba_bolivia, plurinational state of_chile_philippines_colombia_mexico_peru_costa rica_brazil_paraguay_argentina_ecuador",True,costa rica,1,1,costa rica,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00025.jsonl.gz-8301668.jpg
00013.jsonl.gz-7366138,"Museum of Slavonia, Toy Collection, Artistic Crafts Department, car toy Bing",https://viralquests.eu/images/stories/com_form2content/p6/f252/01._MFR_4027.jpg,"slavonia, collection, crafts department,",,{},,no,False,no,1,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00013.jsonl.gz-7366138.jpg
00082.jsonl.gz-14672264,"The  Rimac Concept_One is the brainchild of Croatian designer Mate Rimac. This has been a concept since 2011 but the first production model is set to be revealed at the 2016 Geneva car show. It will cost $940,000.00, is all electric, has 1088 hp, does 0 to 62 mph in 2.6 seconds and  will top out at 221 mph",https://i.pinimg.com/236x/69/38/ea/6938eaa9406368e246bd719fc4a94a55.jpg,Geneva,trf,"{'country': 'united states', 'location': 'geneva'}",united states,zimbabwe_canada_switzerland_dominica_philippines_australia_south africa_united states_jamaica_bulgaria,True,croatia,1,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00082.jsonl.gz-14672264.jpg
00109.jsonl.gz-7483338,"A Croatian football fan sitting in front of an art installation showing a former Yugoslav National Army tank in collision with a small red car, commemorating an actual event regarded by many as marking the beginning of the 1991–1995 war, Osijek, eastern Croatia, 2012",https://www.nybooks.com/wp-content/uploads/2018/07/GettyImages-154286636-250x0-c-default.jpg,Osijek_Croatia,sm,"{'country': 'croatia', 'location': 'osijek'}",croatia,croatia_montenegro_serbia_bosnia and herzegovina,True,croatia,1,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00109.jsonl.gz-7483338.jpg
00110.jsonl.gz-12933288,"Vintage car tours, 100 meters from the apartment. At Parque Central and Gran Teatro.",https://a0.muscache.com/im/pictures/fccbb185-325e-4707-82f6-f04d7d901533.jpg?aki_policy=large,"tours, 100 meters apartment. parque gran teatro.",,"{'country': 'norway', 'location': 'gran'}",norway,no,False,no,0,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00110.jsonl.gz-12933288.jpg
00031.jsonl.gz-8065566,"""""""An American classic car passes next to the building of the US Interests Section in Havana, Cuba, Wednesday, Dec. 17, 2014.  President Barack Obama announced the re-establishment of diplomatic relations as well as an easing in economic and travel restrictions on Cuba Wednesday, declaring an end to America's """"""""outdated approach"""""""" to the island in a historic shift that aims to bring an end to a half-century of Cold War enmity.(AP Photo/Desmond Boylan) (AP)""""""",https://mediaproxy.salon.com/width/1200/https://media.salon.com/2014/12/aptopix-cuba-us.jpeg.jpg,Havana_Cuba_Cuba_America,sm,{},,"zimbabwe_cuba_bolivia, plurinational state of_colombia_puerto rico_costa rica_venezuela, bolivarian republic of_belize_netherlands_argentina_peru_mozambique_italy_australia_egypt_china_norway_angola_united states_burundi_nigeria_dominican republic_brazil_eritrea_south africa_ireland_portugal_france_chile_philippines_mexico_spain_ecuador",True,cuba,1,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00031.jsonl.gz-8065566.jpg
00091.jsonl.gz-15900872,Why Do They Only Have Old Cars In Cuba Car Keys - All old cars,https://www.carkeys.co.uk/media/9553/cubabody4.jpg,Cuba,sm,{'country': 'cuba'},cuba,"zimbabwe_cuba_bolivia, plurinational state of_colombia_puerto rico_costa rica_venezuela, bolivarian republic of_netherlands_peru_mozambique_italy_china_norway_united states_angola_burundi_dominican republic_eritrea_south africa_portugal_chile_philippines_mexico_ecuador",True,cuba,1,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00091.jsonl.gz-15900872.jpg
00014.jsonl.gz-2515025,Cheapest Car Rental In North Cyprus,https://www.eldecypruscarhire.com/media/content-images/elde-cyprus-car-hire-pafos-and-larnaca-airport-delivery_full.jpg,North Cyprus,sm,{},,no,False,no,1,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00014.jsonl.gz-2515025.jpg
00025.jsonl.gz-6285141,PAYLESS Car rental Larnaca - Airport Economy car - Mazda 2,https://rental24h.com/images/ct_cars/mazda2.png,Larnaca,trf,"{'country': 'cyprus', 'location': 'larnaca'}",cyprus,cyprus_south africa,True,cyprus,1,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00025.jsonl.gz-6285141.jpg
00103.jsonl.gz-7018249,"Limassol Cyprus June 03, 2020 View of a traditional Cypriot police car rolling in the streets of Limassol in Cyprus island",https://us.123rf.com/450wm/joseh51/joseh512006/joseh51200601682/148413692-limassol-cyprus-june-03-2020-view-of-a-traditional-cypriot-police-car-rolling-in-the-streets-of-lima.jpg?ver=6,Limassol,sm,"{'country': 'cyprus', 'location': 'limassol'}",cyprus,cyprus,False,cyprus,1,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00103.jsonl.gz-7018249.jpg
00085.jsonl.gz-16806222,World touring car championship in brno 2009 Royalty Free Stock Image,https://thumbs.dreamstime.com/t/world-touring-car-championship-brno-2009-9887046.jpg,brno 2009,,"{'country': 'czech republic', 'location': 'brno'}",czech republic,no,False,no,1,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00085.jsonl.gz-16806222.jpg
00054.jsonl.gz-5370691,Spokesmodels stands next to new car Skoda Superb during presentation in showroom Stock Footage,https://d1hw6n3yxknhky.cloudfront.net/055839315_iconm.jpeg,Skoda,sm,{},,no,False,no,1,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00054.jsonl.gz-5370691.jpg
00066.jsonl.gz-2659314,Car pictures of steering wheel view of a 2018 Skoda Fabia Ambition 5 Door Hatchback Steering Wheel,https://m.psecn.photoshelter.com/img-get/I0000Az0_IJMWtlY/s/1000/2018-skoda-fabia-ambition-5door-hatchback-steering-wheel.jpg,pictures 2018 skoda fabia 5 hatchback,,{},,no,False,no,1,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00066.jsonl.gz-2659314.jpg
00010.jsonl.gz-10705517,Buy Used Mercedes‒Benz CLK-Class Silver Car in Abidjan in Abidjan,https://voituresci.s3.amazonaws.com/uploads/picture/url/2909/medium_with_watermark_FullSizeRender_2.jpg,Abidjan_Abidjan,sm,"{'country': ""cote d'ivoire (ivory coast)"", 'location': 'abidjan'}",cote d'ivoire (ivory coast),côte d'ivoire_niger,True,côte d'ivoire,1,1,côte divoire,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00010.jsonl.gz-10705517.jpg
00022.jsonl.gz-16087553,Buy Used Mercedes‒Benz 200 Black Car in Abidjan in Abidjan,https://voituresci.s3.amazonaws.com/uploads/picture/url/2622/medium_with_watermark_18954797_10109901822210850_5806381462207131836_o.jpg,Abidjan_Abidjan,sm,"{'country': ""cote d'ivoire (ivory coast)"", 'location': 'abidjan'}",cote d'ivoire (ivory coast),côte d'ivoire_niger,True,côte d'ivoire,1,1,côte divoire,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00022.jsonl.gz-16087553.jpg
00125.jsonl.gz-16205252,"Zenvo TS1 sports car, A5-size postcard, factory-issued, 2018, month: September",https://cdn.myonlinestore.eu/9443022d-6be1-11e9-a722-44a8421b9960/image/cache/article/149207179f41831d8dee2af83254bf83bb9da6f2.jpg,"zenvo ts1 car, a5-size postcard, factory-issued, 2018, month:",,{},,no,False,no,1,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00125.jsonl.gz-16205252.jpg
00005.jsonl.gz-5720796,"1980s Mazda Frederiksberg, Denmark Morten Spiro Rally Car Racing Driver Promotional Sticker - Treasure Valley Antiques & Collectibles",https://cdn.shopify.com/s/files/1/2199/3559/products/20180324_043402_grande.jpg?v=1543847890,Frederiksberg_Denmark,trf,{'country': 'denmark'},denmark,zimbabwe_canada_philippines_sri lanka_australia_south africa_united states_denmark,True,denmark,0,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00005.jsonl.gz-5720796.jpg
00005.jsonl.gz-16802555,Ford Galaxie 500 7-Litre Hardtop Barn Find Edition Raven Black 1:24 1396 Best Abandoned Vehicles Images On Pinterest Classic Cars With A Twist Youtube Just A Car Guy 26 Pre1960 Cars Pulled Out Of Barn In Denmark 40 Stunning Discovered Ultimate Cadian Find Driving Barns Canada 2017 My Hoard 99 Finds 1969 Dodge Charger Daytona Barn Find Heading To Auction 278 Rusty Relics Project Hell British Edition Jaguar Mark 2 Or Rare Indy 500 Camaro Pace Rotting Away In Wisconsin,https://t0.gstatic.com/images?q=tbn:ANd9GcRC6wanyFt-bodDCJermnK87ekFQhS6YBoFCnaSTcGihuhGGhmtYA,Wisconsin,sm,"{'country': 'united states', 'location': 'wisconsin'}",united states,south africa_united states_australia_norway,True,denmark,1,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00005.jsonl.gz-16802555.jpg
00058.jsonl.gz-6712853,Trujillo's car in which he was riding when assassinated,https://usercontent1.hubstatic.com/6622018_f520.jpg,trujillo's assassinated,,{},,no,False,no,1,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00058.jsonl.gz-6712853.jpg
00082.jsonl.gz-7678480,Buy any property in Sosua Ocean Village and get a FREE Buggy Car!,https://sosuaoceanvillage.com/sites/default/files/styles/140x140/public/1_17.jpg?itok=pHxhmIdc,Sosua Ocean Village,trf,{},,no,False,no,1,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00082.jsonl.gz-7678480.jpg
00113.jsonl.gz-11049443,An immigrant child from Haiti cleans the windshield of a car before asking for money on the streets of Santo Domingo.,https://im.rediff.com/money/2014/aug/11dangerous-drivers13.jpg,Haiti,sm,{'country': 'haiti'},haiti,dominican republic_ethiopia_haiti,True,dominican republic,1,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00113.jsonl.gz-11049443.jpg
00086.jsonl.gz-15163785,"Quito, Ecuador - May 06, 2017: An unidentified couple racing on a wooden car in Kuvituskuvat",https://images.pond5.com/quito-ecuador-may-06-2017-photo-076418473_iconm.jpeg,Quito_Ecuador,sm,"{'country': 'ecuador', 'location': 'quito'}",ecuador,cuba_chile_mexico_colombia_panama_peru_united states_angola_ecuador,True,ecuador,1,1,ecuador,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00086.jsonl.gz-15163785.jpg
00064.jsonl.gz-2162217,"Andean gulls, Larus serranus, crossing in front of a car at Antisana Ecological Reserve, Ecuador",https://m.psecn.photoshelter.com/img-get/I00003pb9jAq0TUg/t/200/I00003pb9jAq0TUg.jpg,Ecuador,sm,{'country': 'ecuador'},ecuador,cuba_chile_colombia_peru_ecuador,True,ecuador,1,1,ecuador,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00064.jsonl.gz-2162217.jpg
00007.jsonl.gz-84554,"Police & bystander to the rescue of man trapped under a burning Small Acts Of Kindness, Human Kindness, Ecuador, Powerful Pictures, Lifted Cars, Girls Camp, Car And Driver, Faith In Humanity, Good People",https://i.pinimg.com/236x/ae/b7/b2/aeb7b245b0eb8552aa68c1c4d35915d5--nice-heroes.jpg,Kindness_Ecuador,sm,{'country': 'ecuador'},ecuador,cuba_chile_colombia_peru_ecuador,True,ecuador,1,1,ecuador,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00007.jsonl.gz-84554.jpg
00015.jsonl.gz-3706490,Toyota Hilux car for sale 2014 in Salt city,https://opensooq-images.os-cdn.com/previews/300x300/0e7a/0b8d/0e7a0b8d19751dc396f3f0bd682a9814c2e6873cccf024f78d135602f2db7a22.jpg.jpg,Salt city,sm,{},,no,False,no,1,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00015.jsonl.gz-3706490.jpg
00080.jsonl.gz-2733799,Meet Mike Egyptian: The Entrepreneur Who Runs a Used Car Dealership that Serves Those Who Have Bad Credit,https://www.24-7pressrelease.com/attachments/046/press_release_distribution_0466960_145449.jpg,egyptian: runs serves,,{},,no,False,no,1,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00080.jsonl.gz-2733799.jpg
00053.jsonl.gz-14992874,"dry - Four Wheel Drive Car in Desert, Matruh, Great Sand Sea, Libyan Desert, Sahara Desert, Egypt, North Africa, Africa Stock Photo - Premium Royalty-Free, Code: 600-07431228",http://image1.masterfile.com/getImage/NjAwLTA3NDMxMjI4ZW4uMDAwMDAwMDA=AHlYmY/600-07431228en_Masterfile.jpg,Desert_Matruh_Egypt_North Africa,sm,{},,zimbabwe_jamaica_canada_united kingdom_egypt_south africa_ireland_united states_belize_haiti,True,egypt,1,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00053.jsonl.gz-14992874.jpg
00039.jsonl.gz-3428808,A man sells coffee in front of a car with electoral propaganda for the current Vice President and presidential candidate of the ruling Farabundo Marti Nation...,https://i.dailymail.co.uk/i/pix/2014/03/08/article-urn:publicid:ap.org:f977e6006c9648149f45f869052b1cd4-6NudbBQzz-HSK1-68_634x425.jpg,sells farabundo marti nation...,,"{'country': 'united states', 'location': 'sells'}",united states,no,False,no,0,1,el salvador,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00039.jsonl.gz-3428808.jpg
00108.jsonl.gz-18095780,2 police wounded by bomb in car in El Salvador's capital,https://static.seattletimes.com/wp-content/uploads/2019/04/urn-publicid-ap-org-d24facb00b6946dcac8f515d2bb60617El_Salvador_Violence_93331-1200x630.jpg,El Salvador's,sm,{},,no,False,no,0,1,el salvador,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00108.jsonl.gz-18095780.jpg
00037.jsonl.gz-9253251,Finnish tourists loading alcohol into their car at the Port of Tallnn. Photo is illustrative.,https://i.err.ee/smartcrop?type=optimize&width=672&aspectratio=16%3A10&url=https%3A%2F%2Fs.err.ee%2Fphoto%2Fcrop%2F2015%2F11%2F12%2F331198h1f32.jpg,tourists tallnn. illustrative.,,{},,no,False,no,1,1,estonia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00037.jsonl.gz-9253251.jpg
00051.jsonl.gz-4843794,NU CAR RENTALS Car rental Tallinn - Downtown Standard car - Renault Laguna Estate,https://rental24h.com/images/ct_cars/renaultlagunaestate.png,Tallinn,trf,"{'country': 'estonia', 'location': 'tallinn'}",estonia,estonia,False,estonia,1,1,estonia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00051.jsonl.gz-4843794.jpg
00110.jsonl.gz-17740384,"HAAPSALU, ESTONIA - JULY 18: American Beauty Car Show, showing blue 1957 Lincoln Premiere Coupe 2D H",https://static6.bigstockphoto.com/thumbs/6/5/1/small2/15649676.jpg,HAAPSALU_ESTONIA,trf,"{'country': 'estonia', 'location': 'haapsalu'}",estonia,estonia,False,estonia,1,1,estonia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00110.jsonl.gz-17740384.jpg
00055.jsonl.gz-17846996,Buy Used Mercedes-Benz Viano White Car in Big Bend in Lubombo,https://cartsenga.s3.amazonaws.com/uploads/picture/url/16597/medium_with_watermark_600__22_.jpeg,Lubombo,sm,{},,"congo, the democratic republic of the_zambia",True,swaziland/lubombo,1,1,eswatini,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00055.jsonl.gz-17846996.jpg
00046.jsonl.gz-9331948,Buy Used BMW 3–Series Silver Car in Mbabane in Manzini,https://cartsenga.s3.amazonaws.com/uploads/picture/url/11897/medium_with_watermark_43115271_1996595537304840_5140080692209647616_n.jpg,Mbabane,sm,"{'country': 'swaziland', 'location': 'mbabane'}",swaziland,south africa_eswatini_senegal,True,eswatini,1,1,eswatini,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00046.jsonl.gz-9331948.jpg
00016.jsonl.gz-13163591,Buy Used Mazda 326 White Car in Manzini in Swaziland,https://cartsenga.s3.amazonaws.com/uploads/picture/url/1295/medium_with_watermark_14322753_152041765249206_4084601271133145777_n.jpg,Swaziland,sm,{'country': 'swaziland'},swaziland,swaziland,False,swaziland,1,1,eswatini,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00016.jsonl.gz-13163591.jpg
00042.jsonl.gz-16619196,Buy Used Toyota Hiace White Car in Addis–Ababa in Ethiopia,https://cargebeya.s3.amazonaws.com/uploads/picture/url/2054/medium_with_watermark_18402696_10211163784722266_6016037720898166006_n.jpg,Addis–Ababa_Ethiopia,sm,{'country': 'ethiopia'},ethiopia,australia_ethiopia,False,ethiopia,1,1,ethiopia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00042.jsonl.gz-16619196.jpg
00066.jsonl.gz-15710138,in  danakil ethiopia africa  in the   old abandoned  italian village   colony rusty antique car and hot concept of horror apocalypse,https://image.shutterstock.com/image-photo/danakil-ethiopia-africa-old-abandoned-260nw-1047212887.jpg,danakil_ethiopia africa,trf,{'country': 'ethiopia'},ethiopia,no,False,no,1,1,ethiopia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00066.jsonl.gz-15710138.jpg
00026.jsonl.gz-5709366,"Ethiopia Car Seat Covers, Ethiopian Orthodox A10",https://cdn.shopify.com/s/files/1/2074/1905/products/front_3_7e5b9166-70d9-41ae-802e-307d42d765c4_large.jpg?v=1589963777,Ethiopia,sm,{'country': 'ethiopia'},ethiopia,australia_ethiopia,False,ethiopia,0,1,ethiopia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00026.jsonl.gz-5709366.jpg
00075.jsonl.gz-459954,Semi Sailosi fills fuel in a car at Phil's Autoport in Lautoka. Motorists will fill the pinch in fuel prices from tomorrow after a recent price review. Picture: REINAL CHAND,https://www.fijitimes.com/wp-content/uploads/2018/04/441718-7193.jpg,Lautoka,sm,"{'country': 'fiji islands', 'location': 'lautoka'}",fiji islands,fiji,False,fiji,1,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00075.jsonl.gz-459954.jpg
00084.jsonl.gz-17670216,Buy Used Toyota Corona Other Car in Levuka in Eastern,https://bulacars.s3.amazonaws.com/uploads/picture/url/384/medium_with_watermark_post_id_4400_3cqEm.jpg,Levuka,sm,"{'country': 'fiji islands', 'location': 'levuka'}",fiji islands,fiji_australia_canada,True,fiji,1,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00084.jsonl.gz-17670216.jpg
00122.jsonl.gz-6312508,Buy Used Nissan Patrol Other Car in Navua in Central,https://bulacars.s3.amazonaws.com/uploads/picture/url/2948/medium_with_watermark_post_id_8601_p36t2.jpg,Navua,sm,{},,mozambique_fiji,True,fiji,1,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00122.jsonl.gz-6312508.jpg
00060.jsonl.gz-13463804,"IVALO, FINLAND - February 4, 2018: White hatchback car VW Golf drives fast on a snowy winding road in Lapland during a sunny day. Naturally blurred winter forest background. Focus on a side of a car.",https://image.shutterstock.com/image-photo/ivalo-finland-february-4-2018-260nw-1021075570.jpg,FINLAND_Lapland,sm,{'country': 'finland'},finland,finland_zimbabwe_canada_sweden_philippines_norway_south africa_united states_jamaica,True,finland,1,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00060.jsonl.gz-13463804.jpg
00111.jsonl.gz-11802747,A Finnish craftswoman knitted a police car!,https://i.pinimg.com/236x/05/8e/a0/058ea03f1cd8fb9279ba6a503396f60e.jpg,car!,,{},,no,False,no,1,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00111.jsonl.gz-11802747.jpg
00002.jsonl.gz-243831,Bentley Continental GT Ice Speed Record Car by Makela Auto Tuning 2007 pictures,https://img.favcars.com/bentley/continental-gt/bentley_continental-gt_2007_pictures_1_m.jpg,bentley gt makela 2007 pictures,,"{'country': 'united kingdom', 'location': 'bentley'}",united kingdom,no,False,no,1,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00002.jsonl.gz-243831.jpg
00030.jsonl.gz-1531407,2020 Peugeot 2008 official sketches by Sandeep Bhambra @sandeep.bhambra  Via @gillesvidal_official  #cardesign #car #design #carsketch… #cars #carphotos,https://i.pinimg.com/originals/df/4c/6a/df4c6a03125ba462388f9ddf16de7847.jpg,2020 peugeot 2008 sketches bhambra @sandeep.bhambra @gillesvidal_official #cardesign #car #design #carsketch… #cars #carphotos,,{},,no,False,no,1,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00030.jsonl.gz-1531407.jpg
00104.jsonl.gz-10919372,Ferrari Enzo... Trio ! [EXPLORED] (Tex Mex (alexandre-besancon.com)) Tags: red paris car yellow day place extreme champs elyses fast meeting ferrari event most concorde enzo expensive rosso rare kb supercar corsa rassemblement rossocorsa,https://farm5.static.flickr.com/4086/4981079460_c4aea5ce24_m.jpg,paris,sm,"{'country': 'united states', 'location': 'paris'}",united states,zimbabwe_canada_new zealand_puerto rico_togo_peru_italy_united states_türkiye_denmark_gabon_brazil_sao tome and principe_south africa_congo_belarus_france_haiti_andorra_indonesia_philippines_armenia_spain,True,france,1,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00104.jsonl.gz-10919372.jpg
00042.jsonl.gz-2353499,Bmw m6 convertible 2012 seen at the nurburgring garage car for Garage bmw en france,http://1.bp.blogspot.com/-48vynOQZvQo/TdaxGvxEFyI/AAAAAAAAeW8/sJYAcjwHkYQ/s1600/BMW-M6-Convertible-2012-1.jpg,Garage_france,sm,{'country': 'france'},france,zimbabwe_côte d'ivoire_nigeria_mozambique_south africa_united states_netherlands_greece_portugal_france,True,france,1,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00042.jsonl.gz-2353499.jpg
00107.jsonl.gz-2681870,Gabonese President Ali Bongo Ondimba waves from his car upon returning to Libreville on Saturday after suffering a stroke and being treated in Morocco.  By Steve JORDAN (AFP),https://cdn.modernghana.com/story_/770/400/afp_gabonese_president_ali_bongo_ondimba_waves_from_his_car_upon.jpg,Libreville_Morocco,sm,"{'country': 'gabon', 'location': 'libreville'}",gabon,gabon_australia_morocco_south africa_united states,True,gabon,1,1,gabon,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00107.jsonl.gz-2681870.jpg
00122.jsonl.gz-8801873,"Mba Obame's car surrounded by partisans in front of the National Assembly, Libreville. Image copyright Jean-Pierre Rougou.",https://globalvoices.org/wp-content/uploads/2011/05/Manif-AN-5-mai.jpeg,Libreville,sm,"{'country': 'gabon', 'location': 'libreville'}",gabon,gabon,False,gabon,1,1,gabon,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00122.jsonl.gz-8801873.jpg
00070.jsonl.gz-11919229,Gabon Old Car Antique Transportation Souvenir Sheet of 6 Stamps Mint NH,https://cdn.shopify.com/s/files/1/0051/8471/6857/products/StampA25-066_large.jpg?v=1550767775,Gabon_NH,trf,{},,haiti_philippines_djibouti_gabon,True,gabon,1,1,gabon,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00070.jsonl.gz-11919229.jpg
00063.jsonl.gz-1636007,"2020 Club Car Onward 4 Passenger Lifted Electric in Canton, Georgia - Photo 2",https://cdp.azureedge.net/products-private/prod/3611c4d9-b0c0-45af-a4f4-dbae640dabbc/5ba4d1c9-320a-4764-ba40-aab800fc330b/00000000-0000-0000-0000-000000000000/477788e4-001e-45a3-9ca4-abc90113ce00/a9e47578-8bce-4d9a-ab51-abc90113cfa4/6000000002.jpg,Canton,sm,"{'country': 'united states', 'location': 'canton'}",united states,canada_switzerland_united kingdom_italy_spain_south africa_united states,True,georgia,1,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00063.jsonl.gz-1636007.jpg
00064.jsonl.gz-9230821,2017 Toyota Camry for sale at Southern Auto Solutions - Georgia Car Finder - Southern Auto Solutions - Acura Carland in Marietta GA,https://cdn05.carsforsale.com/67017cbd919d9938c3894878afe0df07/480x360/2017-toyota-camry-le-4dr-sedan.jpg,Marietta,sm,"{'country': 'united states', 'location': 'marietta'}",united states,united states_russian federation_italy,True,georgia/united states,1,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00064.jsonl.gz-9230821.jpg
00031.jsonl.gz-7586340,"Kazbegi, Gergia - May 23, 2016: Mitsubishi Montero Sport SUV car driving on country road in summer meadow. Mitsubishi Pajero Sport is a mid-size SUV produced by Japanese manufacturer Mitsubishi Motors",https://static3.bigstockphoto.com/2/8/1/large2/182050162.jpg,Kazbegi_Gergia,sm,{},,georgia,False,georgia,1,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00031.jsonl.gz-7586340.jpg
00123.jsonl.gz-4057310,Audi Quattro 1980s German sports car,https://3.bp.blogspot.com/-5G909TtpQUo/XDccQMnvyyI/AAAAAAAAAyY/Tn5s50pmoMYSbMDq1rYBU7tn-FBXU_LXgCLcBGAs/s640/Audi-Quattro%20-1980s-German-sports-car.jpg,audi quattro 1980s,,{},,no,False,no,1,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00123.jsonl.gz-4057310.jpg
00121.jsonl.gz-4245378,Reasons Why German Car Brands Bmw Mercedes Benz And Audi,http://img.over-blog-kiwi.com/0/25/21/29/201212/ob_ef30c2_2012-mercedes-benz-e63-amg-2013-audi-s6-and-bmw-m.jpg,reasons brands bmw benz audi,,{},,no,False,no,1,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00121.jsonl.gz-4245378.jpg
00027.jsonl.gz-12547691,STUTTGART GERMANY - MARCH 02 2017: Small car Opel 1.2 litre 1934. Europe's greatest classic car exhibition,https://static3.bigstockphoto.com/6/8/1/large2/186161755.jpg,STUTTGART_GERMANY,sm,"{'country': 'united states', 'location': 'stuttgart'}",united states,canada_philippines_south africa_united states_belarus_germany,True,germany,1,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00027.jsonl.gz-12547691.jpg
00053.jsonl.gz-11221344,Buy Imported Pontiac Vibe Silver Car in Accra in Greater Accra,https://carghana.s3.amazonaws.com/uploads/picture/url/14234/medium_with_watermark_IMG-20190112-WA0012.jpg,Accra_Greater Accra,sm,"{'country': 'ghana', 'location': 'accra'}",ghana,ghana,False,ghana,1,1,ghana,/data2/abhipsa/geographical-profiling-static/data/image_folders/car_region_balanced_images/00053.jsonl.gz-11221344.jpg
