id,text,url,processed_gpe,predicted_model,string_matches,predicted_country,mixtral,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,local_path
00096.jsonl.gz-9990866,"House in ABIDJAN COCODY ANGRE - Vacation, holiday rental ad # 53571 Picture #2",https://www.shared-house.com/images41/53571-2.jpg,ABIDJAN COCODY,trf,{},,côte divoire,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00096.jsonl.gz-9990866.jpg
00072.jsonl.gz-2129510,"House in abidjan - Vacation, holiday rental ad # 45791 Picture #9",https://www.shared-house.com/images33/45791-9.jpg,abidjan,trf,"{'country': ""cote d'ivoire (ivory coast)"", 'location': 'abidjan'}",cote d'ivoire (ivory coast),côte divoire,Côte d'Ivoire,True,côte d'ivoire,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00072.jsonl.gz-2129510.jpg
00059.jsonl.gz-8372862,"Painted door of traditional thatched cottage house on Fano Island - Fanoe - South Jutland, Denmark",http://cdn.c.photoshelter.com/img-get/I0000..amjMBI_8c/t/200/I0000..amjMBI_8c.jpg,Denmark,sm,{'country': 'denmark'},denmark,denmark,Australia,True,denmark,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00059.jsonl.gz-8372862.jpg
00034.jsonl.gz-10550467,"The Længehuset, a modular vacation house from Denmark with 2 bedrooms in 592 sq ft. | www.facebook.com/SmallHouseBliss",https://smallhousebliss.files.wordpress.com/2012/07/moen-huset-laengehus-55-1-exterior4-via-smallhousebliss.jpg?w=960&,Denmark,sm,{'country': 'denmark'},denmark,denmark,Australia,True,denmark,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00034.jsonl.gz-10550467.jpg
00119.jsonl.gz-14139882,8 House de BIG / Bjarke Ingels Group | Urbanizaciones,https://image.architonic.com/imgArc/project-1/4/5202737/8h-image-by-jens-lindhe-33.jpg,8 / bjarke ingels | urbanizaciones,,{},,denmark,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00119.jsonl.gz-14139882.jpg
00025.jsonl.gz-14806511,"Farm buildings   (Mar 24, 2006, 11:22am)  This buildings, on a farm that we visited in Southeastern Dominica, house goats and chickens.",https://photos.smugmug.com/Travel-Journals/Dominica-06/Dominica-March-24/i-h4zbGk8/0/77838d59/S/060324_1122_Farm_buildings-S.jpg,"buildings (mar 24, 2006, 11:22am) buildings, visited dominica, goats chickens.",,{},,dominica,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00025.jsonl.gz-14806511.jpg
00117.jsonl.gz-2362506,Sea View Tree House @ Jungle Bay Eco-Lodge,https://a0.muscache.com/im/pictures/456abb0e-d058-420a-9550-951815d2fb38.jpg?aki_policy=large,@ eco-lodge,,{},,dominica,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00117.jsonl.gz-2362506.jpg
00108.jsonl.gz-15618500,"Bamboo Tree House at 3 Rivers Dominica Eco-Resort. $60/night. Double bed, hammocks. shower under treehouse.",https://i.pinimg.com/236x/68/ff/88/68ff88e6010777080213445683e83af5.jpg,"3 rivers dominica eco-resort. $60/night. bed, hammocks. treehouse.",,"{'country': 'nigeria', 'location': 'rivers'}",nigeria,dominica,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00108.jsonl.gz-15618500.jpg
00044.jsonl.gz-6195698,Caribbean House Design In The Dominican Republic With,http://1.bp.blogspot.com/-xsI7dFT99jI/U8PtY7tbL9I/AAAAAAAARTI/-pJfBW6QEMs/s1600/Caribbean+House+Design+in+the+Dominican+Republic+with+Curved+Roof+(6).jpg,The Dominican Republic,trf,{},,dominican republic,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00044.jsonl.gz-6195698.jpg
00048.jsonl.gz-14381352,"Residential Property for sale in Must See!! Reduced! 5 Bedroom Oceanfront Villa + Guest House, Cabarete, Puerto Plata",https://mediavault.point2.com/p2h/listing/9364/0d1f/5c38/7d3bed7d13f273b8b2cf/wm_medium.jpg,Cabarete,sm,"{'country': 'dominican republic', 'location': 'cabarete'}",dominican republic,dominican republic,Dominican Republic,True,dominican republic,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00048.jsonl.gz-14381352.jpg
00010.jsonl.gz-13295473,"Small House in Dominican Republic Thatched Roof, Nature Pictures, Funny Pictures, Pictures Gallery, Beautiful Places, Beautiful Cottages, House, Nature Beautiful, Small Cottages",https://i.pinimg.com/736x/f1/29/2b/f1292bb9b6426007bc9adae20c0a6faf.jpg,Dominican Republic,sm,{'country': 'dominican republic'},dominican republic,dominican republic,Dominican Republic,True,dominican republic,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00010.jsonl.gz-13295473.jpg
00088.jsonl.gz-5971410,Stunning Courtyard and Natural Materials Shape Loma House in Ecuador,https://i.pinimg.com/736x/48/ba/92/48ba92347aa4762911e7d30d5a6d9d3d--cuenca-ecuador-exterior-design.jpg,Ecuador,sm,{'country': 'ecuador'},ecuador,ecuador,Peru,True,ecuador,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00088.jsonl.gz-5971410.jpg
00075.jsonl.gz-5933163,"Nice upgrade at the nü house hotel to a top floor room with a view of the city and hills, rather than noisy Plaza Foche.",https://photos.smugmug.com/photos/i-34PH9WF/1/L/i-34PH9WF-L.jpg,"nü hills, foche.",,{},,ecuador,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00075.jsonl.gz-5933163.jpg
00018.jsonl.gz-12924736,small-stone-detached-house-145-square-meters-two-floors-terrace-natural-viewpoint-city-cuenca-ecuador-09,https://www.caandesign.com/wp-content/uploads/2016/08/small-stone-detached-house-145-square-meters-two-floors-terrace-natural-viewpoint-city-cuenca-ecuador-09.jpg,small-stone-detached-house-145-square-meters-two-floors-terrace-natural-viewpoint-city-cuenca-ecuador-09,,{},,ecuador,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00018.jsonl.gz-12924736.jpg
00050.jsonl.gz-797732,Nubian house  in the city of Aswan West Suhail area,https://www.meashots.com/thumbs/Njc5NjgxYjJmMmQxNzY2Mg==/nubian-house-in-the-city-of-aswan-west-suhail.jpg,Aswan_West Suhail,sm,"{'country': 'egypt', 'location': 'aswan'}",egypt,egypt,Pakistan,True,pakistan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00050.jsonl.gz-797732.jpg
00067.jsonl.gz-2637357,Cairo House Real Estate Egypt :: Photo#19,http://www.cairohouseegypt.com/images/property/Villa/cairo_house_real_estate_egypt_1930_019.jpg,Cairo_Egypt,sm,"{'country': 'united states', 'location': 'cairo'}",united states,egypt,Egypt_United States,True,egypt,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00067.jsonl.gz-2637357.jpg
00082.jsonl.gz-18122099,Twin House 286 m² in La Vista City new capital .,https://realestate.eg/storage/listings/6pEcdYFN8G74LFzK_thumb.jpg,La Vista City,sm,{},,egypt,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00082.jsonl.gz-18122099.jpg
00049.jsonl.gz-17032684,3 bed house for sale in san antonio san pedro 3 156 608 2425376 dot property for 2 bedroom house for sale san antonio,https://photosrp.dotproperty.com.ph/2.0-PH-311425-PP-2425376-7146733035a6c377069b81-1-1200-630-ct/3-bedroom-house-for-sale-in-san-antonio-san-pedro.jpg,san antonio,sm,"{'country': 'uruguay', 'location': 'san antonio'}",uruguay,el salvador,United States,True,el salvador,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00049.jsonl.gz-17032684.jpg
00016.jsonl.gz-17665267,Spectacular!! Beachfront House La ProvidenciaVacation Rental in El Salvador from @HomeAway! #vacation #rental #travel #homeaway,https://i.pinimg.com/originals/3a/f0/6e/3af06ef01d8d991b7592c951f7f9a499.jpg,El Salvador_@HomeAway,sm,{'country': 'el salvador'},el salvador,el salvador,Philippines,True,el salvador,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00016.jsonl.gz-17665267.jpg
00126.jsonl.gz-3752618,"November 10, 2014. &quot;Water it&acute;s the real thing&quot;<br /> Corina with her daughter Susan in her house of Nejapa (El Salvador).<br />  The people of Nejapa have no drinking water because the Coca -Cola company overexploited the aquifer in the area, the most important source of water in this Central American country. This means that the population has to walk for hours to get water from wells and rivers. The problem is that these rivers and wells are contaminated by discharges that makes Coca- Cola and other factories that are installed in the area. The problem can increase: Coca Cola company has expansion plans, something that communities and NGOs want to stop. To make a liter of Coca Cola are needed 2,4 liters of water. &copy;Calamar2/ Pedro ARMESTRE",https://ssl.c.photoshelter.com/img-get/I000076FiZacg4QU/s/650/650/20141110-SALVADOR-APS-NEJAPA-2249.jpg,Corina,sm,{},,el salvador,Zimbabwe,True,el salvador,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00126.jsonl.gz-3752618.jpg
00024.jsonl.gz-6181032,House for Sale in Golfutar,https://basobaas.com/api/public/images/2020-04/23/6982_nepalhomes120-1587625058_m.jpg,Golfutar,sm,{},,estonia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00024.jsonl.gz-6181032.jpg
00038.jsonl.gz-16631716,"""""""See 265 photos and 9 tips from 1726 visitors to Toompea. """"""""Much smaller than Vanalinn has the best panoramic free and wonderful views of the old city. Old City, Old Things, Mansions, House Styles, Mansion Houses, Manor Houses, Fancy Houses, Palaces, Villa""""""",https://i.pinimg.com/236x/4c/77/72/4c777287736a592452b6de27ba82ae9d--palace.jpg,Old City,sm,{},,estonia,Yemen,True,estonia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00038.jsonl.gz-16631716.jpg
00015.jsonl.gz-5787802,"Also located in Tallinn, Estonia, is the Fahle House by KOKO Architects, a 2009 reconstruction of a former paper factory into a thriving commercial and residential space. The interior underwent a gut renovation, and the limestone building is now crowned by a sleek glass addition containing apartments.",https://i.pinimg.com/236x/6e/4e/92/6e4e9298cea3695d2cc114b4da23e223--paper-factory-adaptive-reuse.jpg,Tallinn_Estonia,sm,"{'country': 'estonia', 'location': 'tallinn'}",estonia,estonia,Estonia,True,estonia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00015.jsonl.gz-5787802.jpg
00116.jsonl.gz-15242058,5 Bedroom House For Sale in Mbabane,"https://fusionstoragelive.blob.core.windows.net/images/Listing/Office,800667/Photos,39724/pic_39724868.jpg",Mbabane,sm,"{'country': 'swaziland', 'location': 'mbabane'}",swaziland,eswatini,Eswatini,True,eswatini,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00116.jsonl.gz-15242058.jpg
00080.jsonl.gz-10703000,3 Bedroom House For Sale in Matsapha,"https://fusionstoragelive.blob.core.windows.net/images/Listing/Office,800667/Photos,39672/pic_39672736.jpg",Matsapha,sm,{},,eswatini,Eswatini,True,eswatini,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00080.jsonl.gz-10703000.jpg
00019.jsonl.gz-15342310,5 bedroom house for sale in Ezulwini Valley (Swaziland),https://images.pamgolding.co.za/content/properties/201506/501249/h/501249_h_2.jpg?w=600&quality=75,Ezulwini Valley_Swaziland,sm,{'country': 'swaziland'},swaziland,eswatini,no,False,swaziland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00019.jsonl.gz-15342310.jpg
00022.jsonl.gz-14909733,"Ethiopian woman standing in front of her traditional painted house, Kembata, Alaba Kuito, Ethiopia (Eric Lafforgue) Tags: abyssinia adult africa alaba architecture art building circular color culture decorated decoration depiction eastafrica ethiopia ethnic fulllenght geometric halaba home horizontal hornofafrica house hut illustration islam kulito lookingatcamera mural muslim oneperson onewomanonly outdoors painted painting poverty residential round ruralscene toukoul traditional tukul village woman women ethio163445 alabakuito kembata",https://farm5.static.flickr.com/4186/34513808526_742f0f9c4f_m.jpg,Kembata_Alaba Kuito_Ethiopia,sm,{'country': 'ethiopia'},ethiopia,ethiopia,Australia,True,ethiopia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00022.jsonl.gz-14909733.jpg
00082.jsonl.gz-16929294,"Ras Taferi's house (later, known as Haile Selassie)",https://africanwandering.files.wordpress.com/2013/08/p8250333.jpg?w=490&h=367,"taferi's (later, haile selassie)",,{},,ethiopia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00082.jsonl.gz-16929294.jpg
00096.jsonl.gz-6888963,"Traditional Konso tribe house, Ethiopia",https://static.zoonar.com/img/www_repository3/cf/7a/45/9_66897e0bfd3afc49734428d5cd0e9333.jpg,Ethiopia,sm,{'country': 'ethiopia'},ethiopia,ethiopia,Australia,True,ethiopia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00096.jsonl.gz-6888963.jpg
00068.jsonl.gz-5854836,Green Fiji House Stock Footage,https://images.pond5.com/green-fiji-house-footage-048945864_iconm.jpeg,,,{},,fiji,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00068.jsonl.gz-5854836.jpg
00054.jsonl.gz-13998458,"7 months pregnant, Kelera in her house in Natalacake villagein Ra Province.",https://www.ippf.org/sites/default/files/styles/featured_image_crop_sm/public/slideshows/0024_Fiji_20170321_SanjitDas_Fiji_Humanitarian_2017_54525.jpg?itok=7EhCcYot,Natalacake_Ra Province,sm,"{'country': 'fiji islands', 'location': 'ra province'}",fiji islands,fiji,Fiji,True,fiji,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00054.jsonl.gz-13998458.jpg
00098.jsonl.gz-4919850,"fiji islands, Chief's House (1911) Stamp, Gus. Arnold",https://storage.googleapis.com/hippostcard/p/b24145eeb6e358eac9409d724085ff10-300.jpg,fiji,trf,"{'country': 'saudi arabia', 'location': 'fiji'}",saudi arabia,fiji,Saudi Arabia,True,fiji,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00098.jsonl.gz-4919850.jpg
00001.jsonl.gz-3749621,"Red Timber House And Window Frame In The Old Town; Porvoo, Finland  Acrylic Print",https://www2.pictorem.com/uploads/acrylic/1small/acr1_78204.jpg,Porvoo_Finland,sm,"{'country': 'finland', 'location': 'porvoo'}",finland,finland,United States_Finland,True,finland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00001.jsonl.gz-3749621.jpg
00097.jsonl.gz-4490847,"Nice house in a peaceful area, nearby Ivalo centre - Inari - Casa",https://a0.muscache.com/im/pictures/fcf3a213-6e02-4029-9cab-15a21e3bc0e6.jpg?aki_policy=x_medium,Ivalo,sm,"{'country': 'finland', 'location': 'ivalo'}",finland,finland,Finland,True,finland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00097.jsonl.gz-4490847.jpg
00089.jsonl.gz-2961372,White Wave (MilaMai) Tags: winter white house snow forest suomi finland landscape countryside europe artistic minimalism milamai,https://farm6.static.flickr.com/5496/10092468996_76b3283081_m.jpg,suomi_finland,trf,{'country': 'finland'},finland,finland,United States,True,finland,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00089.jsonl.gz-2961372.jpg
00094.jsonl.gz-3138349,Deluxe sale house / villa Rayol canadel sur mer 890000€ - Picture 4,http://v.poliris.com/s/width/799/visuels/0/r/3/g/0r3g27gp5vs75rqleumo8vrtqc5nbvfgtcls7r6zj.jpg,/ rayol canadel 890000€ - 4,,{},,france,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00094.jsonl.gz-3138349.jpg
00010.jsonl.gz-5276275,Modern Private House Designed by Alvar Aalto: Maison Louis Carré,https://i.pinimg.com/236x/81/ca/5e/81ca5ea300841998bd9957a3d4b4e790.jpg,aalto: maison carré,,{},,france,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00010.jsonl.gz-5276275.jpg
00036.jsonl.gz-10128967,Deluxe sale house / villa Nevers 265000€ - Picture 1,http://v.seloger.com/s/width/800/visuels/0/8/1/6/0816s85iqat7b52b22w3l26dqsgduq2ye0o86gba8.jpg,/ nevers 265000€ - 1,,"{'country': 'france', 'location': 'nevers'}",france,france,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00036.jsonl.gz-10128967.jpg
00071.jsonl.gz-8877637,Bonnie Black's house in Gabon Photo by Martha Cooper,https://atravelerslibrary.com/wp-content/uploads/2011/06/MC-House-on-the-Hill-P04.jpg,Gabon,trf,{'country': 'gabon'},gabon,gabon,Philippines,True,gabon,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00071.jsonl.gz-8877637.jpg
00004.jsonl.gz-11306234,TEDUGAL Guest House/Room 13 - Banjul vacation rentals,http://tap2.fkimg.com/media/vr-splice-l/00/29/46/a2.jpg,Banjul,trf,"{'country': 'gambia the', 'location': 'banjul'}",gambia the,gambia,Gambia,True,gambia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00004.jsonl.gz-11306234.jpg
00063.jsonl.gz-3606970,A lovely furnished 3 bedrooms Juffure house to let.,https://www.globalpropertiesafrica.com/propertygallery/9479373181e70a000243d1f667af39469158bf7f7.jpg,3 bedrooms juffure let.,,{},,gambia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00063.jsonl.gz-3606970.jpg
00115.jsonl.gz-8838987,3 Bedrooms Partially furnished house Located at Sanyang,https://www.globalpropertiesafrica.com/propertygallery/tn-17141479911c2e5721e3eb13807898a37520993385.jpg,Sanyang,trf,{},,gambia,Gambia,True,gambia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00115.jsonl.gz-8838987.jpg
00119.jsonl.gz-5982941,"Old District Guest House, Tbilisi",http://aff.bstatic.com/images/hotel/max500/449/44934387.jpg,Tbilisi,trf,"{'country': 'georgia', 'location': 'tbilisi'}",georgia,georgia,Georgia,True,georgia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00119.jsonl.gz-5982941.jpg
00082.jsonl.gz-9991702,"Zviad Gogolauri, House in the old district",http://4.bp.blogspot.com/--5nEbc0jW18/UhsVf_dQStI/AAAAAAAAEFc/bHZ97puo8WY/s320/House+in+the+old+district.jpg,"zviad gogolauri,",,{},,georgia,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00082.jsonl.gz-9991702.jpg
00118.jsonl.gz-2144653,The master bath in this Georgia lake house designed by Boston interior designer Elizabeth Swartz Interiors  utilizes the client's preferred color palette of blues and browns.,https://www.elizabethswartzinteriors.com/wp-content/uploads/2016/08/08-georgia-master-bath-1080x675.jpg,Georgia_Boston,sm,{'country': 'georgia'},georgia,georgia,United States,True,georgia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00118.jsonl.gz-2144653.jpg
00014.jsonl.gz-15260187,Traditional wooden house in Bavaria placemat,https://rlv.zcache.com/traditional_wooden_house_in_bavaria_placemat-rf0df7c8d1e3444f89c1aef82061c25be_zkjfm_324.jpg?rlvnet=1&amp;rand=8864,Bavaria,sm,"{'country': 'germany', 'location': 'bavaria'}",germany,germany,Germany,True,germany,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00014.jsonl.gz-15260187.jpg
00006.jsonl.gz-8166783,"Traditional house, Koblenz area, Germany",https://m.psecn.photoshelter.com/img-get2/I0000.oheL7UURco/fit=1000x750/10081731SU.jpg,Germany,sm,{'country': 'germany'},germany,germany,United States,True,germany,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00006.jsonl.gz-8166783.jpg
00018.jsonl.gz-4918357,The Gingerbread House Framed Print by Kris Parins,https://render.fineartamerica.com/images/rendered/search/framed-print/images-medium-5/the-gingerbread-house-kris-parins.jpg,parins,,{},,germany,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00018.jsonl.gz-4918357.jpg
00105.jsonl.gz-2921296,"5 bedroom house for rent in Trasacco Valley Estates, Accra Ghana",https://www.avenueghana.com/wp-content/uploads/2018/08/1-11.jpg,Accra_Ghana,sm,"{'country': 'ghana', 'location': 'accra'}",ghana,ghana,"Ghana_Tanzania, United Republic of",True,ghana,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00105.jsonl.gz-2921296.jpg
00081.jsonl.gz-16688937,3 bedroom house for rent at East Legon,https://meqasa.com/temp/out/66827b,3 legon,,{},,ghana,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00081.jsonl.gz-16688937.jpg
00009.jsonl.gz-16525416,Four Bedroom House Floor Plans Ghana House Plans Africa House Plans Ghana Architects,https://ghanahouseplans.com/gh/wp-content/uploads/2018/03/ghana-house-plan-home-page-v1.jpg,Ghana,sm,{'country': 'ghana'},ghana,ghana,"Tanzania, United Republic of",True,ghana,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00009.jsonl.gz-16525416.jpg
00051.jsonl.gz-13165876,"Greece Travel Inspiration - Orange and blue traditional house, Symi island, Greece- if you don't buy this house, atleast paint the back of your house like this! Colourful Buildings, Colorful Houses, World Of Color, Doorway, Traditional House, Windows And Doors, Blue Orange, Orange Color, Color Blue",https://i.pinimg.com/236x/c3/dd/32/c3dd32d9acc8dfe8d6be324521779377--blue-orange-blue-and.jpg,Greece_Doorway,sm,{'country': 'greece'},greece,greece,United States,True,greece,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00051.jsonl.gz-13165876.jpg
00101.jsonl.gz-6537530,"'PERIS' independent apartment in a traditional stone house with garden, Lefkada, vacation rental in Lefkada",https://media-cdn.tripadvisor.com/media/vr-splice-j/04/d7/27/11.jpg,Lefkada_Lefkada,sm,"{'country': 'greece', 'location': 'lefkada'}",greece,greece,Greece,True,greece,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00101.jsonl.gz-6537530.jpg
00053.jsonl.gz-5654124,Old House In Oia  by Aiolos Greek Collections,https://images.fineartamerica.com/images-square-real-5/old-house-in-oia-aiolos-greece-collection.jpg,Oia,trf,"{'country': 'spain', 'location': 'oia'}",spain,greece,Spain,True,greece,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00053.jsonl.gz-5654124.jpg
00028.jsonl.gz-1824206,vacation-rentals/grenada/grenada-island/lance-aux-epines/lance-aux-epines-house-and-sugar-mill-tower,https://www.thegrenadinescollection.com/imageserver/?type=VACATION_RENTAL_DETAIL_4&PROP=1047&REQUEST_ID=725C70C5-8D0E-4C9F-8AEF-DF9B58C1FF40,grenada,sm,{'country': 'grenada'},grenada,grenada,Grenada,True,grenada,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00028.jsonl.gz-1824206.jpg
00116.jsonl.gz-15635297,luxury 3 bedroom house plans. Brilliant Luxury About The House Plan Caribbean House Plans Beautiful 3 Bedrooms  Throughout Luxury Bedroom Plans Grenada Construction Companies,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsqw-S92ktpVeNd9i8EMXDOHIkjHkY0YbU8OCsM5hY3YrHi_wbLg,3 plans. plans 3 bedrooms plans grenada companies,,{'country': 'grenada'},grenada,grenada,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00116.jsonl.gz-15635297.jpg
00117.jsonl.gz-7124901,vacation-rentals/grenada/grenada/victoria/mount-edgecombe-plantation-house,https://www.thegrenadinescollection.com/imageserver/?type=VACATION_RENTAL_DETAIL_2&PROP=1203&REQUEST_ID=D1B48B28-F8DD-4072-BC4D-8F249A9E580B,vacation-rentals/grenada/grenada/victoria/mount-edgecombe-plantation-house,,{},,grenada,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00117.jsonl.gz-7124901.jpg
00000.jsonl.gz-16224957,Detached House › Lumapas | 9 Bedrooms,http://images.egorealestate.com/Z320x240/S5/C2868/P7936485/Tphoto/IDe5197900-0000-0500-0000-000003f8d0a9.jpg,› lumapas | 9 bedrooms,,{},,guam,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00000.jsonl.gz-16224957.jpg
00012.jsonl.gz-10322632,guam house finder has multiple of home condos and apartment for,http://t0.gstatic.com/images?q=tbn:ANd9GcQJXO73yaCT8ggbEuK0kdhOukIwjrn66YMyw1q_L7BWd6oquIK8,guam has condos,,{'country': 'guam'},guam,guam,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00012.jsonl.gz-10322632.jpg
00016.jsonl.gz-2477313,"(december/april - guatemala) Eagles nest lake atitlan, san marcos la laguna, best places to stay lake atitlan Travel 2017, Summer Travel, Solo Travel, Central America, South America, The Places Youll Go, Places To See, Off Grid House, Yoga Holidays",https://i.pinimg.com/236x/bd/16/8c/bd168c02fe7c7c133607f79fea6f9891--lake-atitlan-active-volcano.jpg,guatemala_san marcos la laguna,trf,"{'country': 'guatemala', 'location': 'san marcos la laguna'}",guatemala,guatemala,French Guiana_Guatemala,True,guatemala,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00016.jsonl.gz-2477313.jpg
00097.jsonl.gz-8651648,"Little Girl in the Window of Her Brightly Painted House, Ciudad Melchor de Mencos, Guatemala Photographic Print by Jeffrey Becom",https://cache2.allpostersimages.com/p/MED/21/2188/LNDAD00Z/posters/jeffrey-becom-little-girl-in-the-window-of-her-brightly-painted-house-ciudad-melchor-de-mencos-guatemala.jpg,Guatemala,trf,{'country': 'guatemala'},guatemala,guatemala,French Guiana,True,guatemala,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00097.jsonl.gz-8651648.jpg
00016.jsonl.gz-2580461,"Ciudad de Guatemala, Guatemala, April, 25, 2018: Outdoor view of corner perspective of a bright yellow colonial house. With barred windows in Antigua city in Royalty Free Stock Photos",https://thumbs.dreamstime.com/t/ciudad-de-guatemala-guatemala-april-outdoor-view-corner-perspective-bright-yellow-colonial-house-ciudad-de-guatemala-118260818.jpg,Guatemala_Antigua,sm,{'country': 'guatemala'},guatemala,guatemala,French Guiana_Spain,True,guatemala,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00016.jsonl.gz-2580461.jpg
00076.jsonl.gz-13904864,kids traditional house conial roof doucki guinea,https://www.thecandytrail.com/wp-content/uploads/2020/02/kids-traditional-house-conial-roof-doucki-guinea.jpg,conial doucki,,{'country': 'guinea'},guinea,guinea,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00076.jsonl.gz-13904864.jpg
00104.jsonl.gz-3905369,"Car crashed into a house in the outskirts of Kankan, Guinea",https://www.photodiarist.com/blogpics/2016-01-28/low-res-28.jpg,Kankan_Guinea,sm,"{'country': 'guinea', 'location': 'kankan'}",guinea,guinea,Zimbabwe_Guinea,True,guinea,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/house_region_balanced_images/00104.jsonl.gz-3905369.jpg
