id,text,url,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,mixtral,local_path
00027.jsonl.gz-15986983,Bedroom Set Colombini Volo M15,https://ex-epafis.com.cy/wp-content/uploads/2018/07/bedrooms-colombini-volo-m15-3-600x359.jpg,colombini volo m15,,no,False,no,1,colombia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00027.jsonl.gz-15986983.jpg
00035.jsonl.gz-10214615,"4 bedroom house with panoramic view, BBQ and close to the Plaza Mayor!, vacation rental in Tunja",https://media-cdn.tripadvisor.com/media/vr-splice-j/09/5e/30/4f.jpg,Plaza_Tunja,sm,spain_finland_japan_türkiye_romania_mexico_bosnia and herzegovina_ireland_united states_chile_russian federation_italy_germany_costa rica_colombia_guatemala_greece_philippines_france_bulgaria,True,colombia,1,colombia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00035.jsonl.gz-10214615.jpg
00126.jsonl.gz-11889723,Beautiful and Comfortable Two Bedroom Condo with Direct Access to the Pool - Image 1 - Tamarindo - rentals,http://tap2.fkimg.com/media/vr-splice-j/00/03/57/43.jpg,condo - 1 - tamarindo - rentals,,no,False,no,1,costa rica,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00126.jsonl.gz-11889723.jpg
00046.jsonl.gz-15365400,Large Guest Bedroom - Luxury Condo Close To Tamarindo Beach.jpg,https://mls.re.cr/api/images/rs1800321/rs1800321_img-8_preview.jpg,Tamarindo Beach.jpg,trf,no,False,no,1,costa rica,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00046.jsonl.gz-15365400.jpg
00056.jsonl.gz-12590222,Costa-Rica-Beach-Home-for-sale-2nd-bedroom,https://palmsrealtycr.com/wp-content/uploads/2019/10/Costa-Rica-Beach-Home-for-sale-2nd-bedroom-830x323.jpg,Costa-Rica-Beach-Home,sm,no,False,no,1,costa rica,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00056.jsonl.gz-12590222.jpg
00096.jsonl.gz-3557694,Bedroom 3 - Apartment A-8285-a - Apartments Ždrelac (Pašman) - 8285,https://vacation-croatia.s3-eu-west-1.amazonaws.com/data/objekti/8285/jedinice/A-8285-a/s_soba3_1.jpg,3 - a-8285-a - apartments ždrelac (pašman) - 8285,,no,False,no,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00096.jsonl.gz-3557694.jpg
00059.jsonl.gz-12219641,"apartments Jana, Tučepi - bedroom",https://www.tucepi.net/jana/4_a41k2/4_a61k3_bedroom2e.jpg,Tučepi,sm,croatia,False,croatia,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00059.jsonl.gz-12219641.jpg
00011.jsonl.gz-12915711,Apartments Bura - One-Bedroom Apartment with Terrace (4 Adults) - Privlaka,https://images.adriabook.net/25/2152525.jpg,apartments bura - one-bedroom (4 adults) - privlaka,,no,False,no,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00011.jsonl.gz-12915711.jpg
00100.jsonl.gz-11704478,'bedroom' Casas particulares are an alternative to hotels in Cuba.,http://www.feelcuba.com/propiedades/TRN021.Bedroom.jpg,Casas_Cuba,sm,"south africa_angola_peru_ecuador_china_mexico_norway_puerto rico_united states_italy_chile_argentina_bolivia, plurinational state of_dominican republic_mozambique_cuba_costa rica_portugal_colombia_philippines_burundi_eritrea_netherlands_venezuela, bolivarian republic of_zimbabwe",True,cuba,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00100.jsonl.gz-11704478.jpg
00063.jsonl.gz-12246681,Havana Bamboo Panel 4 Piece Bedroom Collection,http://img2.wfrcdn.com/lf/79/hash/3132/8459621/1/Havana+Bamboo+Panel+4+Piece+Bedroom+Collection.jpg,4,,no,False,no,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00063.jsonl.gz-12246681.jpg
00055.jsonl.gz-8103408,'Bedroom' Casas particulares are an alternative to hotels in Cuba.,http://www.feelcuba.com/propiedades/HAV119_Bedroom05.jpg,Casas_Cuba,sm,"south africa_angola_peru_ecuador_china_mexico_norway_puerto rico_united states_italy_chile_argentina_bolivia, plurinational state of_dominican republic_mozambique_cuba_costa rica_portugal_colombia_philippines_burundi_eritrea_netherlands_venezuela, bolivarian republic of_zimbabwe",True,cuba,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00055.jsonl.gz-8103408.jpg
00020.jsonl.gz-13063054,Detached 3 bedroom villa for sale with private pool in Peyia_7,https://media.cyprusdirect.com.cy/wp-content/uploads/2021/05/28172628/Detached-3-bedroom-villa-for-sale-with-private-pool-in-Peyia_7-1-850x570.jpg,Peyia_7,trf,no,False,no,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00020.jsonl.gz-13063054.jpg
00033.jsonl.gz-14397352,Two Bedroom Apartment with Unobstructed Sea Views and Title Deed properties for sale in cyprus,https://www.propertiesforsaleincyprus.co.uk/real-estate-foto/famagusta/paralimni/nieruchomosci-inwestycje-dwie-sypialnie-apartament-with-unobstructed-widok-na-morzes-and-title-deed-famagusta-paralimni-135000-1755-6.jpg,cyprus,trf,jamaica_south africa_sri lanka_cyprus_zimbabwe,True,cyprus,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00033.jsonl.gz-14397352.jpg
00127.jsonl.gz-16862704,Two Bedroom Apartments properties for sale in cyprus,https://www.propertiesforsaleincyprus.co.uk/real-estate-foto/paphos/peyia/nieruchomosci-inwestycje-dwie-sypialnie-apartaments-paphos-peyia-190500-1726-5.jpg,cyprus,trf,jamaica_south africa_sri lanka_cyprus_zimbabwe,True,cyprus,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00127.jsonl.gz-16862704.jpg
00090.jsonl.gz-8628484,"For rent furnished one bedroom apartment 70 m2 Prague 1 - Nove mesto, Ve smeckach street - just steps from Wenceslas Square",https://www.atlas-reality.cz/cache/images/reality/2020/03/8044/7630014-IMG_0298.400x300c.jpg,Prague,trf,south africa_philippines_australia_czechia_ukraine_united states,True,czechia,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00090.jsonl.gz-8628484.jpg
00029.jsonl.gz-5084515,Picasso Apartments Praha - Two-Bedroom Apartment (5 people),https://img.book-travel.net/1374717/26421058-picasso-prag_w270h152a1c1bgcfff.jpg,picasso apartments praha - two-bedroom (5 people),,no,False,no,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00029.jsonl.gz-5084515.jpg
00033.jsonl.gz-12097111,IdyllicPrague Conifer Cottage Piano Bedroom,https://photos.smugmug.com/Cottages/IdyllicPrague-Conifer-Cottage/i-C5zPG56/0/90ee498a/Ti/1120-IdyllicPrague-Conifer-Cottage-Piano-Bedroom-IMG_8664-Ti.jpg,idyllicprague,,no,False,no,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00033.jsonl.gz-12097111.jpg
00090.jsonl.gz-7928101,denmark bed mattress princess bedroom set 8124#,http://g01.s.alicdn.com/kf/HTB1SGz0JpXXXXcxXpXXq6xXFXXXg/denmark-bed-mattress-princess-bedroom-set-8124.jpg_220x220.jpg,denmark,lg,south africa_philippines_sri lanka_australia_canada_zimbabwe_united states_denmark,True,denmark,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00090.jsonl.gz-7928101.jpg
00015.jsonl.gz-3923704,Cosy Private Bedroom near centre - Herning - Apartment,https://a0.muscache.com/ac/pictures/3e8e446a-8edb-499b-a800-0ae5d4520c1b.jpg?interpolation=lanczos-none&amp;size=large&amp;output-format=jpg&amp;output-quality=70,centre - herning -,,no,False,no,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00015.jsonl.gz-3923704.jpg
00005.jsonl.gz-3558677,Oresund Bridge - Poster - Bedroom,https://images.photowall.com/products/53248.jpg?interior[image]=room20_poster_landscape&interior[type]=poster&primary_area[x]=30.286&primary_area[y]=43.469&w=2000&q=80,oresund - -,,no,False,no,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00005.jsonl.gz-3558677.jpg
00018.jsonl.gz-7374402,Bedroom And  Bath Home For Sale At Cochrane Dominica Live In - Cochrane bedroom furniture,http://t0.gstatic.com/images?q=tbn:ANd9GcRXa3pEAsfpgl9ClzaZV4e6e8T8-4l5w-lsCzLaKYqRSd-omUzI5Q,Cochrane_Cochrane,trf,argentina_dominica_trinidad and tobago_canada_united states_chile,True,dominica,1,dominica,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00018.jsonl.gz-7374402.jpg
00094.jsonl.gz-10875071,Royal Suite Bedroom Secrets Sanctuary Cap Cana,https://destinationweddingstore.files.wordpress.com/2010/04/sescc_royalsuite_bedroom_1.jpg?w=723,Cap Cana,trf,dominican republic,False,dominican republic,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00094.jsonl.gz-10875071.jpg
00092.jsonl.gz-7710862,Bedroom with Lagoon View at Rodero by Solymar Beach Front Condos,https://media-cdn.tripadvisor.com/media/vr-splice-j/06/46/ae/4e.jpg,rodero solymar condos,,no,False,no,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00092.jsonl.gz-7710862.jpg
00019.jsonl.gz-17506939,Exquisite 1 Bedroom Presidential Suite in Cabarete,https://media-cdn.tripadvisor.com/media/vr-splice-l/07/a0/ea/72.jpg,Cabarete,sm,dominican republic,False,dominican republic,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00019.jsonl.gz-17506939.jpg
00091.jsonl.gz-9626822,"Bedroom, Mountain Home with Incredible Views in Ecuador",https://www.freshpalace.com/wp-content/uploads/2012/11/Mountain-Home-Incredible-Views-Ecuador-Bedroom.jpg,Ecuador,sm,colombia_peru_ecuador_cuba_chile,True,ecuador,1,ecuador,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00091.jsonl.gz-9626822.jpg
00113.jsonl.gz-581797,berlin eco farm hostel in jipijapa ecuador find cheap. Black Bedroom Furniture Sets. Home Design Ideas,http://ucd.hwstatic.com/propertyimages/2/264353/5058.jpg,berlin,sm,"colombia_mexico_jamaica_germany_nicaragua_philippines_russian federation_south africa_martinique_bolivia, plurinational state of_haiti_peru_guyana_united states",True,ecuador,1,ecuador,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00113.jsonl.gz-581797.jpg
00021.jsonl.gz-13760645,Architecture and Hotel Photography by Professional Freelance Hotel Property and Resort Photographer in London England UK Bedroom at the Inca Hacienda San Agustin de Callo luxury boutique hotel,https://matthewwilliams-ellis.imgix.net/uploads/photos/Portfolios/Architecture-Photography/Architecture-and-Hotel-Photography-by-Professional-Freelance-Hotel-Property-and-Resort-Photographer-in-London-England-UK_Bedroom-at-the-Inca-Hacienda-San-Agustin-de-Callo-luxury-boutique-hotel.jpg?crop=focalpoint&domain=matthewwilliams-ellis.imgix.net&fit=crop&fm=pjpg&fp-x=0.5&fp-y=0.5&h=333&ixlib=php-3.3.1&q=60&w=500&s=38fb7ad972b4298ab02d7ccd96e1f793,London_England,sm,"south africa_equatorial guinea_finland_sierra leone_belize_norway_zimbabwe_saint vincent and the grenadines_united states_italy_germany_nigeria_svalbard and jan mayen_philippines_guadeloupe_iceland_france_united kingdom_venezuela, bolivarian republic of_canada",True,ecuador,1,ecuador,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00021.jsonl.gz-13760645.jpg
00021.jsonl.gz-9777369,Sunny bedroom in the heart of Cairo - Cairo - Departamento,https://a0.muscache.com/im/pictures/f4f27280-15e7-4ac6-b746-44c783884266.jpg?aki_policy=large,Cairo_Cairo_Departamento,sm,colombia_south africa_philippines_australia_angola_costa rica_egypt_peru_canada_cuba_united states_italy,True,egypt,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00021.jsonl.gz-9777369.jpg
00063.jsonl.gz-8163331,❤❋Sunny Bedroom In The Heart Of Downtown Cairo❋❤,https://a0.muscache.com/im/pictures/6ea207cf-d5cf-4f0f-8ab5-989c9fc91dd2.jpg?aki_policy=large,Cairo,sm,colombia_south africa_philippines_australia_angola_costa rica_egypt_peru_canada_cuba_united states_italy,True,egypt,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00063.jsonl.gz-8163331.jpg
00087.jsonl.gz-3199099,Top tips for Egyptian style bedroom interior design with luxury canopy bed - 8 Best Egyptian Decor Images On Pinterest Bedroom Decorating,https://i.pinimg.com/736x/ea/1f/24/ea1f246c5548a4dbeb5993c8a1676763--bedroom-interior-design-bedroom-interiors.jpg,tips - 8 decor images pinterest decorating,,no,False,no,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00087.jsonl.gz-3199099.jpg
00102.jsonl.gz-17615857,"Playa San Diego, El Salvador: Single bed in Gardner's cottage main bedroom",https://media-cdn.tripadvisor.com/media/photo-s/0d/d8/41/db/single-bed-in-gardner.jpg,San Diego_El Salvador,sm,"spain_el salvador_peru_mexico_brazil_puerto rico_united states_panama_chile_argentina_honduras_bolivia, plurinational state of_dominican republic_cuba_costa rica_colombia_guatemala_nicaragua_philippines_venezuela, bolivarian republic of_paraguay",True,el salvador,1,el salvador,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00102.jsonl.gz-17615857.jpg
00052.jsonl.gz-536270,Pädaste Manor Bedroom Framed Print by Jaak Nilson,https://render.fineartamerica.com/images/rendered/search/framed-print/images-medium/p-c3-a4daste-manor-bedroom-jaak-nilson.jpg,pädaste jaak nilson,,no,False,no,1,estonia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00052.jsonl.gz-536270.jpg
00022.jsonl.gz-10460663,"View of inside of bedroom at Stone Camp, Mkhaya Game Reserve, Eswatini",https://m.psecn.photoshelter.com/img-get2/I0000m8SbaRCYvRk/fit=1000x750/SZ-PLH-A0039.jpg,Eswatini,trf,eswatini_swaziland,True,eswatini,1,eswatini,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00022.jsonl.gz-10460663.jpg
00127.jsonl.gz-3848197,Diy Indie Bedroom Decor Wallpaper Tumblr Hipster Bedrooms Ethiopia - Hipster bedroom designs,http://t0.gstatic.com/images?q=tbn:ANd9GcRQzA8DqGH6pX8T_NzId-3nTM0rJTsJyXvYG7ZQXWOuJbmevASoWw,Ethiopia,sm,ethiopia_australia,True,ethiopia,1,ethiopia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00127.jsonl.gz-3848197.jpg
00118.jsonl.gz-16007599,"Ambesonne African Tapestry, Landscape of a Small Town with Horizon Skyline at Dawn Ethiopian Photography, Wall Hanging for Bedroom Living Room Dorm, 60 X 80 , Orange",https://images-na.ssl-images-amazon.com/images/I/71EH1qUs%2BYL._AC_SL500_.jpg,"ambesonne tapestry, skyline photography, dorm, 60 80 ,",,no,False,no,1,ethiopia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00118.jsonl.gz-16007599.jpg
00097.jsonl.gz-10784945,canopy bed in bedroom at Jean-Michel Cousteau Resort,https://www.jetsetter.com/wp-content/uploads/sites/7/2018/10/cP9azGop-1380x1035.jpeg,jean-michel cousteau,,no,False,no,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00097.jsonl.gz-10784945.jpg
00024.jsonl.gz-17818956,"Underwater bedroom at Poseidon Undersea Resort located in Fiji. Who wouldn't like to live in a place like this Underwater bedroom at Poseidon Undersea Resort located in Fiji. Who wouldn't like to live in a place like this Hotel Subaquático, Dubai Hotel, Park Hotel, Hotel Suites, Hotel Pool, Dubai Uae, Hotel Stay, Dream Rooms, Dream Bedroom",https://i.pinimg.com/236x/b8/5e/48/b85e48bb07fd3d987bbfe30f646f0ab6--bedroom-interior-design-bedroom-interiors.jpg,Fiji_Fiji,sm,fiji_saudi arabia,True,(country name/no)'. the output should only be 'no' or the name of the country. output: fiji,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00024.jsonl.gz-17818956.jpg
00087.jsonl.gz-15466446,"Four Pavilion Home, Soqulu, Taveuni Estates, Fiji - Bedroom",https://noblerealty.files.wordpress.com/2015/06/barnard-property-27.jpg?w=249&,Soqulu_Fiji,sm,fiji_saudi arabia,True,fiji,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00087.jsonl.gz-15466446.jpg
00088.jsonl.gz-13508098,Finnish Bedroom With Whites And Wooden Details,https://i.pinimg.com/736x/23/b0/88/23b088d2f11b2133f1be0dfbcc98f75a.jpg,details,,no,False,no,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00088.jsonl.gz-13508098.jpg
00082.jsonl.gz-7114397,"Black and white bedroom, Marimekko design, Innolux Pasila lamp, Hay Tray table | Housing fair in Seinäjoki 2016",https://i.pinimg.com/736x/78/2a/82/782a82b89b0da42783521b85871834f9--hay-tray-table-bedroom-decorating-ideas.jpg,Seinäjoki,trf,finland,False,finland,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00082.jsonl.gz-7114397.jpg
00075.jsonl.gz-10052726,Master Bedroom In a Big House 2-5 - Talo,https://a2.muscache.com/im/pictures/69400834/52b4b49b_original.jpg?aki_policy=x_medium,2-5 - talo,,no,False,no,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00075.jsonl.gz-10052726.jpg
00020.jsonl.gz-7594218,French Country Bedrooms  French Country Interiors Country Simple French Country Bedroom Design Decoration,https://i.pinimg.com/originals/66/4e/3d/664e3d277181632d7c0cf4c1571ee6c6.jpg,bedrooms interiors,,no,False,no,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00020.jsonl.gz-7594218.jpg
00002.jsonl.gz-14033621,10 bedroom Villa with pool and tennis court for long term rent in Mougins,https://s3-eu-west-1.amazonaws.com/liveonriviera/properties/710664/1200_Screenshot-2021-02-22-at-23.02.28_6d19fc9c06.png,Mougins,trf,france,False,france,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00002.jsonl.gz-14033621.jpg
00116.jsonl.gz-3466253,"1 Color, 1 Room! Check Out How These Designers Made It Work. French Country  BedroomsCountry FrenchCountry Bedroom DesignFrench BlueFrench ...",https://i.pinimg.com/originals/be/7c/5f/be7c5fe34ce08dff16d97dbc8c0a470e.jpg,"1 color, 1 room! designers work. bedroomscountry frenchcountry designfrench bluefrench ...",,no,False,no,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00116.jsonl.gz-3466253.jpg
00040.jsonl.gz-17079940,"Sci Yassmani, Port Gentil, Apartment, 1 Bedroom, Room",https://exp.cdn-hotels.com/hotels/37000000/36820000/36819600/36819528/47456518_z.jpg?impolicy=fcrop&w=773&h=530&q=high,Port Gentil,trf,gabon,False,gabon,1,gabon,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00040.jsonl.gz-17079940.jpg
00111.jsonl.gz-11978385,Lovely four bedroom fully furnished property in Sanyang,https://www.globalpropertiesafrica.com/propertygallery/574975488fdd7ce1670fff6f023098b61c7d4c7dc.jpg,Sanyang,sm,"korea, democratic people's republic of_gambia_nigeria_china_korea, republic of",True,gambia,1,gambia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00111.jsonl.gz-11978385.jpg
00090.jsonl.gz-5493029,Leo's Beach Hotel & Restaurant - Adults Only - Serrekunda - Bedroom,https://content.r9cdn.net/rimg/himg/43/a9/05/booking-881752-26618837-image.jpg?width=506&crop=true&caller=HotelDetailsPhoto,leo's & - adults - serrekunda -,,no,False,no,1,gambia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00090.jsonl.gz-5493029.jpg
00041.jsonl.gz-17047863,Wavecrest Hotel Gambia: Bedroom,https://media-cdn.tripadvisor.com/media/photo-s/01/b0/e8/16/bedroom.jpg,Gambia,trf,colombia_liberia_gambia_sierra leone_guinea-bissau_ghana,True,gambia,1,gambia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00041.jsonl.gz-17047863.jpg
00077.jsonl.gz-5552471,Brighten Up Your Bedroom With Our Georgia Grey Painted Oak Collection Small Chances Can Make A Huge Dif Oak Bedroom Furniture Grey Bedroom Furniture Furniture,https://i.pinimg.com/736x/2c/d2/1f/2cd21ffacc1390b2f89c870c3e7fc03b.jpg,chances dif,,no,False,no,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00077.jsonl.gz-5552471.jpg
00118.jsonl.gz-14796427,A spacious bedroom at Rooms Hotel,https://i.guim.co.uk/img/static/sys-images/Guardian/Pix/pictures/2015/10/1/1443703879960/538b3dfe-5133-44fb-8421-9ecd5cb9089d-2060x1236.jpeg?w=300&q=85&auto=format&sharp=10&s=07e591b2a81a06a1f3e98b235e97e2c4,rooms,,no,False,no,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00118.jsonl.gz-14796427.jpg
00058.jsonl.gz-12090607,tattnall-county-ga-stripling-farmhouse-bedroom-photograph-copyright-brian-brown-vanishing-south-georgia-usa-2011,https://vanishingsouthgeorgia.files.wordpress.com/2011/12/tattnall-county-ga-stripling-farmhouse-bedroom-photograph-copyright-brian-brown-vanishing-south-georgia-usa-2011.jpg?w=500&h=333,georgia,md,greece_south africa_jamaica_guyana_georgia_zimbabwe_united states,True,georgia,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00058.jsonl.gz-12090607.jpg
00035.jsonl.gz-670636,Nolte Bedroom Furniture Nolte Contemporary Bedroom Furniture Vale Furnishers,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW4WIKuqbiwXIaT5mowb7LBYt1qt8goPJ0njVfJtm9ftp5nbPS,nolte nolte furnishers,,no,False,no,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00035.jsonl.gz-670636.jpg
00126.jsonl.gz-2329229,das boxspringbett modernes bett welches schick und komfort vereinigt. Black Bedroom Furniture Sets. Home Design Ideas,https://freshideen.com/wp-content/uploads/2015/07/moderne-betten-Boxspringbett-Tedeschi-schlafzimmer-einrichten.jpg,bett,sm,united states,False,united states,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00126.jsonl.gz-2329229.jpg
00002.jsonl.gz-16679318,casada schlafzimmer cantona m bel letz ihr m bel online shop. Black Bedroom Furniture Sets. Home Design Ideas,http://online-moebel-kaufen.de/shop/images/product_images/popup_images/1691_0.jpg,casada schlafzimmer cantona letz ihr online shop. sets. ideas,,no,False,no,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00002.jsonl.gz-16679318.jpg
00098.jsonl.gz-14874003,"FURNISHED 2 BEDROOM FOR RENT IN EAST LEGON, ACCRA",https://www.renperty.com/wp-content/uploads/2021/02/PHOTO-2021-02-25-09-55-15_3-250x130.jpg,RENT,sm,russian federation,False,russian federation,1,ghana,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00098.jsonl.gz-14874003.jpg
00001.jsonl.gz-12365340,8 Executive 4 bedroom furnished townhouse for rent at North Ridge in Accra,https://www.avenueghana.com/wp-content/uploads/2021/01/8-Executive-4-bedroom-furnished-townhouse-for-rent-at-North-Ridge-in-Accra-1080x570.jpg,North Ridge_Accra,sm,south africa_new zealand_ghana_australia_united kingdom_canada_united states,True,ghana,1,ghana,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00001.jsonl.gz-12365340.jpg
00015.jsonl.gz-9826893,5 Bedroom Fully Furnished Exe. House For Rent in Prampram,https://www.ghana-estate.com/wp-content/uploads/2015/10/20120104_000737-1446322032.JPG,Prampram,sm,ghana,False,ghana,1,ghana,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00015.jsonl.gz-9826893.jpg
00000.jsonl.gz-15460500,"Villa Thetis in Pelion Greece, bedroom, by Olive Villa Rentals",https://oliverentals.com/wp-content/uploads/elementor/thumbs/Villas-pelion-olivevillarentals-Thetis14-ooze73qtxcpb07z98urfqrsypyaskxmnwz3hv4zn3s.jpg,Greece,sm,greece_philippines_united states,True,greece,1,greece,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00000.jsonl.gz-15460500.jpg
00027.jsonl.gz-8118206,"Bedroom - Rooms and Suites images - KASTRO HOTEL, Gallery of Photos",https://www.kastro-hotel.gr/wp-content/uploads/2018/05/bedroom-rooms-and-suites-images-kastro-hotel-gallery-of-photos-7-600x600.jpg,"- rooms suites images - kastro hotel, photos",,no,False,no,1,greece,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00027.jsonl.gz-8118206.jpg
00084.jsonl.gz-11643952,"Athens Historical Centre 2 bedroom, balconies WiFi - Drossia vacation rentals",https://tap2.fkimg.com/media/vr-splice-l/00/0a/ed/73.jpg,Drossia,md,no,False,no,1,greece,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00084.jsonl.gz-11643952.jpg
00017.jsonl.gz-3855114,Carenage One Bedroom Suite with Plunge Pool,https://www.thegrenadinescollection.com/imageserver/?type=VACATION_RENTAL_FEATURE_3&PROP=478&REQUEST_ID=2797A690-F5E9-4332-B5B5-00BC908FBA6A,carenage,,no,False,no,1,grenada,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00017.jsonl.gz-3855114.jpg
00065.jsonl.gz-2951774,Carenage One Bedroom Suite with Plunge Pool,https://www.thegrenadinescollection.com/imageserver/?type=VACATION_RENTAL_FEATURE_4&PROP=478&REQUEST_ID=6A4810CB-722C-4F4D-886F-5CF8D0D31108,carenage,,no,False,no,1,grenada,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00065.jsonl.gz-2951774.jpg
00119.jsonl.gz-10465267,Carenage One Bedroom Suite with Plunge Pool,https://www.thegrenadinescollection.com/imageserver/?type=VACATION_RENTAL_FEATURE_4&PROP=478&REQUEST_ID=D3803F08-6E80-406A-BEBB-C7CF275C8505,carenage,,no,False,no,1,grenada,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00119.jsonl.gz-10465267.jpg
00058.jsonl.gz-8634064,"Beautiful 2 bedroom 1 bath, hotel in Tamuning",https://cf.bstatic.com/xdata/images/hotel/square200/81919017.jpg?k=63b0901237cda4f4d6d591c51c7fa8977a0ee18eebdf57f571531323303cd089&o=,Tamuning,trf,guam,False,guam,1,guam,/data2/abhipsa/geographical-profiling-static/data/image_folders/bedroom_region_balanced_images/00058.jsonl.gz-8634064.jpg
